,WRIST_TO_THUMB_MCP,WRIST_TO_THUMB_IP,WRIST_TO_THUMB_TIP,WRIST_TO_INDEX_FINGER_PIP,WRIST_TO_INDEX_FINGER_DIP,WRIST_TO_INDEX_FINGER_TIP,WRIST_TO_MIDDLE_FINGER_PIP,WRIST_TO_MIDDLE_FINGER_DIP,WRIST_TO_MIDDLE_FINGER_TIP,WRIST_TO_RING_FINGER_PIP,WRIST_TO_RING_FINGER_DIP,WRIST_TO_RING_FINGER_TIP,WRIST_TO_PINKY_PIP,WRIST_TO_PINKY_DIP,WRIST_TO_PINKY_TIP,THUMB_MCP_TO_THUMB_TIP,INDEX_FINGER_MCP_TO_INDEX_FINGER_TIP,MIDDLE_FINGER_MCP_TO_MIDDLE_FINGER_TIP,RING_FINGER_MCP_TO_RING_FINGER_TIP,PINKY_MCP_TO_PINKY_TIP,THUMB_TIP_TO_INDEX_FINGER_MCP,THUMB_TIP_TO_INDEX_FINGER_PIP,THUMB_TIP_TO_INDEX_FINGER_DIP,THUMB_TIP_TO_INDEX_FINGER_TIP,THUMB_TIP_TO_MIDDLE_FINGER_MCP,THUMB_TIP_TO_MIDDLE_FINGER_PIP,THUMB_TIP_TO_MIDDLE_FINGER_DIP,THUMB_TIP_TO_MIDDLE_FINGER_TIP,THUMB_TIP_TO_RING_FINGER_MCP,THUMB_TIP_TO_RING_FINGER_PIP,THUMB_TIP_TO_RING_FINGER_DIP,THUMB_TIP_TO_RING_FINGER_TIP,THUMB_TIP_TO_PINKY_MCP,THUMB_TIP_TO_PINKY_PIP,THUMB_TIP_TO_PINKY_DIP,THUMB_TIP_TO_PINKY_TIP,SIGN
0,0.27460798142443127,0.3129176940788633,0.317776926554843,0.4818763088020225,0.5916975799458862,0.6800019409399957,0.3975523639826116,0.3069147299376426,0.22970999492822006,0.3496231665306929,0.23657058791198002,0.14676188047778832,0.3509397906169858,0.2585201493568667,0.17877824889642563,0.22836202389117716,0.35937085517874745,0.17308926726391954,0.1778965205330499,0.1041477907563129,0.13258994612207664,0.20625935531602732,0.3021696368771277,0.3846742720385406,0.07993046734092968,0.08594586468079081,0.06600914119149418,0.14688497636772835,0.11505178783810728,0.07290510858273035,0.10060064750821505,0.1896288482366669,0.19630287061925633,0.14797009590175636,0.12644102667138432,0.18048989761705098,1
1,0.25495077285581685,0.3485267809576819,0.38695598028693107,0.5254998054228428,0.6384977963958285,0.7360986719853531,0.4285612498915887,0.3193067904437022,0.2603293239205884,0.3745603125947545,0.2505922556581648,0.18512899554262063,0.3293166786086968,0.23480686028546674,0.18670552868130708,0.21714894337024465,0.3937944890538202,0.15260422986519318,0.1301553686211351,0.09660481383842551,0.0977538471654539,0.15395723193600522,0.2587176063328944,0.3531635740387518,0.07897278860060526,0.052664452888841355,0.11432236928338435,0.1761788878194739,0.1445949268117727,0.11455979695085607,0.17167404654636859,0.21897821045928867,0.23598223799257645,0.19439894151411014,0.2222405877718111,0.25472881220788185,1
2,0.3079821940613379,0.3995944992108291,0.4278463648782227,0.5140761143186573,0.4387366398300473,0.3672857659461047,0.5010065454324104,0.3714789778612516,0.27775941525875814,0.47788900017539554,0.3307069987494722,0.21649330181135443,0.4752759415897619,0.3752967607037482,0.2944478554750321,0.21254800879725866,0.1938130457336563,0.20547532721969602,0.21435031232506205,0.13704439449962194,0.14215104037057325,0.11622708654074003,0.05305356698187633,0.11223649809006468,0.1774393373029218,0.11623357855465866,0.05671261193618696,0.15657949184860595,0.24935966493816558,0.15652361695502612,0.13979925986521682,0.2278982843850944,0.3460371203762158,0.26902286848992457,0.23577702565655817,0.2655945970667862,1
3,0.24846334308085702,0.3318443864144995,0.3369438531783933,0.47737950844839083,0.5804844102892219,0.6673800427230169,0.4083752939936349,0.31495421205656327,0.24050985998615043,0.3620110946738829,0.25289278522001507,0.17450034275834694,0.3294714424549452,0.24624851379095938,0.18677289850184461,0.18187528223396243,0.35109693587002416,0.13451384176903283,0.11944659471302523,0.08365645709313274,0.0819046607568277,0.1566478576801353,0.2532721582204892,0.3374567070789351,0.06437872242780303,0.07175196108817142,0.062222003067042814,0.1284984273456969,0.11692747063880016,0.08150838043185413,0.1067203270211137,0.17277864133679133,0.1969190484361433,0.14453038704199161,0.1504691953025299,0.19710506354475052,1
4,0.256228299473643,0.34343694372846406,0.3482114821683938,0.4729244053776356,0.5761722114072075,0.662965756931707,0.4104475216172473,0.31560536606777184,0.2333370992629569,0.36637454531945274,0.25844477502248325,0.17295194380829138,0.3314045252508521,0.2525748796830184,0.1890604926687858,0.18409339345590706,0.3466790441352318,0.1380241092837345,0.12173298184815289,0.08614814922629993,0.06719943335236382,0.13306737964171125,0.2321334186544582,0.3176675168536052,0.07612396945233005,0.0665735489774788,0.06911022053853992,0.1448707543900348,0.13841343856166957,0.09309888999419065,0.11434057721362732,0.1854862522107262,0.22113577495415931,0.15869880889977156,0.1577562153597652,0.20489867674929263,1
5,0.2002002397731063,0.27136010632533497,0.3014538035762596,0.42144398927232163,0.5036159300039624,0.5738218370540367,0.36584969888769786,0.2819061245148733,0.23063454754338125,0.3139049132065605,0.21942669620102928,0.1692530625483507,0.2746345628394264,0.20233442263992354,0.15931197938098354,0.17423430070068865,0.28890340068746206,0.07990861112777901,0.0849809107548673,0.061543826648713613,0.11456316819139126,0.16203578320535328,0.229961214160397,0.2917019440673181,0.05861659575407365,0.07598352785935364,0.07482884147213383,0.10770774902298368,0.07028701811534181,0.0489505726968881,0.09938537310256922,0.13783864582552455,0.1409519610804919,0.09542152136861068,0.12381635635483565,0.1606252332904524,1
6,0.21959627188342803,0.3067970157129627,0.33780249112265354,0.4302810631325241,0.51907269676261,0.5949014258559238,0.37164743099645314,0.28766342178246096,0.2288477832169986,0.325034798360321,0.22833939692913593,0.1681165575141549,0.2790435202116239,0.20442548516519565,0.15718093024498353,0.16254579972822547,0.30506127531842014,0.12041625098165275,0.10313944760780126,0.08957714846467929,0.06989804372985532,0.10060202593131266,0.1847236181273809,0.26007523371740265,0.09151226335437285,0.05387437417589717,0.0760337240778763,0.1329186599109283,0.14983100452216247,0.09802070887957648,0.13315363384136708,0.1804690568812189,0.2253322755315362,0.16974082668811105,0.18291812438547866,0.2175346045925012,1
7,0.22062508196238015,0.3077703970307468,0.34023224133162455,0.4297921917316683,0.5207573088389541,0.5982094584181592,0.3731334121638792,0.29482287546485186,0.23602193004585972,0.3232373391778177,0.22962324524681588,0.16896368303929749,0.27313320835104216,0.2011540700786182,0.15620979092593965,0.16315933570261754,0.3112384682177647,0.11784037704604305,0.09987818988572847,0.08637715273982281,0.07024910779433667,0.09630498151021522,0.1835055436872453,0.2609981843286471,0.09291790748474549,0.05741804486062936,0.07487375648627573,0.1307349312391967,0.15103912372401065,0.10085913177474745,0.13652228968950786,0.1831415336617986,0.22468960602971522,0.17389511444260666,0.19175095916177196,0.22501322120970615,1
8,0.22385292455351327,0.31396120465761357,0.348646753924936,0.43547491641461494,0.5268993125191415,0.6044407011297812,0.37896103382062596,0.2937841550732815,0.2394477858644541,0.3271075283377861,0.22951153276149336,0.1731913584668956,0.27670677535890564,0.2032921535700932,0.16407728911774394,0.16884176130834752,0.3110566750278336,0.11706276024616499,0.10209765507327842,0.08450589694090047,0.08723565864046541,0.10348048864723043,0.1863325689855693,0.2626105610488828,0.10144470223461732,0.050216475739545165,0.07165368231237121,0.1262881415502332,0.1520932596332542,0.09318505375393393,0.13791413215228085,0.18436408875666135,0.22178334952124645,0.16827818848853532,0.19183050949162958,0.2262164941351224,1
9,0.2172500984292162,0.30084759151252516,0.3359989241373158,0.4308351021412834,0.5205961317454966,0.5968482681642618,0.37673661166949146,0.28983182917499783,0.2334662633149914,0.32271041275574713,0.2265916951573378,0.17341481458682226,0.2827699139086856,0.20724187669448363,0.1647970835499004,0.15820219600947896,0.30592967214898975,0.11221439968414097,0.09925351549070208,0.081856917241723,0.06360153348939833,0.1011366608252218,0.18753992711692502,0.26366949665320466,0.09056536081672514,0.0615005778676364,0.07173364468506234,0.12367642119313789,0.15035234135078265,0.10515600851248165,0.13780608034263997,0.177310204348502,0.22581495932780943,0.17466141166261362,0.18648304800427665,0.2187746189294819,1
